,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6005,0.0306,0.0182,0.0228,0.316,0.0081,0.2845,0.0224
CULTURE 1,0.624,0.0472,0.0182,0.0228,0.3135,0.0127,0.3105,0.0345
CULTURE 2,0.6315,0.0211,0.0182,0.0228,0.3615,0.01,0.27,0.0111
