,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4005,0.0197,0.1163,0.013,0.159,0.0112,0.2415,0.0085
CULTURE 1,0.3365,0.0192,0.1163,0.013,0.153,0.0044,0.1835,0.0148
CULTURE 2,0.194,0.0076,0.1163,0.013,0.091,0.0053,0.103,0.0023
