,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,61.15%,10.0121%,52.15%,1.6021%,62.95%,5.2838%,58.75%,16.8979%,6.6%,5.0986%
