,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,66.1667%,0.6589%,43.0%,1.9894%,46.8333%,0.0378%,52.0%,2.6861%,9.0%,0.2322%
