,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.403,0.0054,0.1247,0.0033,0.2075,0.003,0.1955,0.0024
CULTURE 1,0.2795,0.006,0.1247,0.0033,0.146,0.003,0.1335,0.003
CULTURE 2,0.53,0.0047,0.1247,0.0033,0.251,0.0029,0.279,0.0018
