,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5045,0.0053,0.2137,0.0037,0.246,0.0022,0.2585,0.0031
CULTURE 1,0.261,0.0026,0.2137,0.0037,0.1265,0.0013,0.1345,0.0013
CULTURE 2,0.6585,0.0057,0.2137,0.0037,0.3275,0.0035,0.331,0.0022
