,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4405,0.031,0.0272,0.0168,0.2205,0.0141,0.22,0.0169
CULTURE 1,0.4195,0.0238,0.0272,0.0168,0.2155,0.0145,0.204,0.0094
CULTURE 2,0.48,0.0193,0.0272,0.0168,0.225,0.0117,0.255,0.0076
