,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.465,0.0,0.0767,0.0,0.165,0.0,0.3,0.0
CULTURE 1,0.365,0.0,0.0767,0.0,0.19,0.0,0.175,0.0
CULTURE 2,0.495,0.0,0.0767,0.0,0.255,0.0,0.24,0.0
