,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,57.5%,0.0%,51.0%,0.0%,52.5%,0.0%,53.6667%,0.0%,2.6667%,0.0%
