,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.17,0.0028,0.0702,0.003,0.075,0.002,0.095,0.0008
CULTURE 1,0.223,0.0053,0.0702,0.003,0.16,0.0045,0.063,0.0008
CULTURE 2,0.3275,0.0037,0.0702,0.003,0.199,0.0018,0.1285,0.0019
