,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4942,0.0046,0.0464,0.0073,0.23,0.0016,0.2642,0.003
CULTURE 1,0.5554,0.0088,0.0464,0.0073,0.2925,0.0072,0.2629,0.0016
CULTURE 2,0.5721,0.013,0.0464,0.0073,0.3113,0.0059,0.2608,0.0071
