,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.48,,0.025,,0.395,,0.085,
CULTURE 1,0.445,,0.025,,0.165,,0.28,
CULTURE 2,0.485,,0.025,,0.25,,0.235,
