n_loss,i_loss,kid
0.081481434,0.14779717,3.6063657
0.07812356,0.14935146,3.2906785
0.08311876,0.15674211,3.4695282
0.09141089,0.15135063,3.664013
0.14323653,0.2453584,1.0440226
0.13941684,0.22318508,0.94463557
0.14789863,0.24056736,1.1982001
0.14407526,0.23264338,1.0209306
0.08156908,0.1498962,3.2554848
0.09264779,0.14489613,3.8315456
0.1468137,0.23615852,0.96011126
0.14148313,0.23101954,1.1885977
0.15271157,0.24309595,1.2107741
0.14311253,0.21943764,1.1404414
0.15513553,0.23492016,1.0974033
0.1373767,0.23064706,1.025522
0.089600936,0.16461888,3.6765392
0.084140405,0.14129344,3.3511772
0.14126007,0.223453,1.1356139
0.14663227,0.23289977,1.1564541
0.08670794,0.13777672,3.2559047
