n_loss,i_loss,kid
0.088098325,0.16178778,3.5282915
0.08660011,0.157661,3.1532679
0.09357347,0.16409889,3.3514326
0.098736346,0.16455092,3.5288665
0.14236486,0.24041295,0.9490792
0.13925661,0.22075787,0.8735528
0.14523001,0.2415126,1.0993152
0.14283763,0.23230186,0.9431326
0.08957164,0.1563051,3.1460752
0.09998513,0.16505633,3.6420548
0.14642906,0.23430976,0.8857209
0.13920394,0.23073637,1.091693
0.15279207,0.23778202,1.1207056
0.14034347,0.221606,1.0356348
0.15400608,0.23160279,1.0249535
0.13446045,0.23100603,0.93079996
0.10043834,0.17179593,3.4720554
0.09051137,0.15226449,3.227765
0.1390143,0.22544101,1.0411092
0.14521241,0.23020467,1.0777098
0.09387152,0.1507862,3.0454798
