,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.592,0.0424,0.0317,0.0324,0.1485,0.0258,0.4435,0.0166
CULTURE 1,0.644,0.0542,0.0317,0.0324,0.306,0.0329,0.338,0.0212
CULTURE 2,0.635,0.0432,0.0317,0.0324,0.2255,0.0248,0.4095,0.0183
