,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.66,,0.0233,,0.38,,0.28,
CULTURE 1,0.59,,0.0233,,0.34,,0.25,
CULTURE 2,0.59,,0.0233,,0.36,,0.23,
