,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4485,0.0718,0.022,0.0408,0.2375,0.0385,0.211,0.0332
CULTURE 1,0.484,0.0628,0.022,0.0408,0.27,0.0361,0.214,0.0268
CULTURE 2,0.479,0.0596,0.022,0.0408,0.2945,0.0311,0.1845,0.0285
