,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.415,,0.035,,0.15,,0.265,
CULTURE 1,0.465,,0.035,,0.38,,0.085,
CULTURE 2,0.47,,0.035,,0.255,,0.215,
