,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2215,0.0072,0.0637,0.0054,0.1005,0.0027,0.121,0.0045
CULTURE 1,0.256,0.0044,0.0637,0.0054,0.174,0.0033,0.082,0.001
CULTURE 2,0.378,0.0117,0.0637,0.0054,0.215,0.0074,0.163,0.0042
