,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4275,0.0042,0.1268,0.0025,0.2005,0.0007,0.227,0.0035
CULTURE 1,0.3435,0.002,0.1268,0.0025,0.212,0.001,0.1315,0.001
CULTURE 2,0.64,0.0033,0.1268,0.0025,0.3535,0.002,0.2865,0.0013
