,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.8025,0.0326,0.0185,0.0214,0.4144,0.0127,0.3881,0.0199
CULTURE 1,0.7862,0.0347,0.0185,0.0214,0.3944,0.0163,0.3919,0.0184
CULTURE 2,0.8256,0.0316,0.0185,0.0214,0.4063,0.0177,0.4194,0.014
