,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.714,0.0038,0.0968,0.0026,0.37,0.0019,0.344,0.0019
CULTURE 1,0.529,0.0031,0.0968,0.0026,0.3615,0.0006,0.1675,0.0025
CULTURE 2,0.6345,0.0039,0.0968,0.0026,0.389,0.0019,0.2455,0.002
