,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4495,0.0594,0.0212,0.0439,0.21,0.0296,0.2395,0.0298
CULTURE 1,0.47,0.0693,0.0212,0.0439,0.238,0.0331,0.232,0.0362
CULTURE 2,0.4925,0.0624,0.0212,0.0439,0.254,0.0301,0.2385,0.0323
