,Matrix,Class 0,Class 1,Class 2
Class 0,CM,149,18,33
Class 1,CM,34,143,23
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,143,36,21
Class 1,CM,38,144,18
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,150,30,20
Class 1,CM,20,163,17
Class 2,CM,2,0,198

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,126,47,27
Class 1,CM,27,161,12
Class 2,CM,1,0,199

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,122,45,33
Class 1,CM,22,154,24
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,134,37,29
Class 1,CM,17,174,9
Class 2,CM,1,2,197

