,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4815,0.0382,0.0137,0.0289,0.374,0.0213,0.1075,0.0169
CULTURE 1,0.5005,0.0398,0.0137,0.0289,0.368,0.0176,0.1325,0.0222
CULTURE 2,0.5035,0.0468,0.0137,0.0289,0.37,0.0242,0.1335,0.0226
