,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,0.8205,0.0024,0.7715,0.0042,0.929,0.0011,0.8403,0.0077,0.0688,0.0012
