,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.643,0.0029,0.0687,0.002,0.2675,0.0016,0.3755,0.0013
CULTURE 1,0.489,0.0058,0.0687,0.002,0.2725,0.0023,0.2165,0.0034
CULTURE 2,0.541,0.0031,0.0687,0.002,0.273,0.0021,0.268,0.0011
