,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.668,0.0073,0.0538,0.0067,0.318,0.0047,0.35,0.0026
CULTURE 1,0.736,0.0082,0.0538,0.0067,0.41,0.0035,0.326,0.0047
CULTURE 2,0.7615,0.012,0.0538,0.0067,0.422,0.0032,0.3395,0.0088
