,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,0.664,0.0118,0.696,0.0161,0.713,0.0142,0.691,0.042,0.027,0.0101
