,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,31.3333%,0.2149%,27.1667%,0.2728%,10.5833%,0.0578%,23.0278%,0.5455%,12.2803%,0.5455%,12.4444%,0.1625%
