,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.515,,0.0133,,0.33,,0.185,
CULTURE 1,0.505,,0.0133,,0.355,,0.15,
CULTURE 2,0.49,,0.0133,,0.325,,0.165,
