,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,22.8333%,1.9385%,21.1667%,0.8653%,15.8333%,1.424%,19.9444%,4.2278%,16.3939%,4.2278%,4.1111%,0.9346%
