,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7275,0.0028,0.1038,0.0014,0.337,0.0015,0.3905,0.0014
CULTURE 1,0.674,0.0063,0.1038,0.0014,0.3395,0.0022,0.3345,0.0041
CULTURE 2,0.932,0.0013,0.1038,0.0014,0.479,0.0002,0.453,0.001
