,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.9235,0.0009,0.0818,0.0009,0.441,0.0005,0.4825,0.0005
CULTURE 1,0.747,0.0071,0.0818,0.0009,0.405,0.0031,0.342,0.004
CULTURE 2,0.816,0.0019,0.0818,0.0009,0.415,0.001,0.401,0.0009
