,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3845,0.005,0.0233,0.003,0.231,0.0027,0.1535,0.0023
CULTURE 1,0.368,0.0046,0.0233,0.003,0.2805,0.0026,0.0875,0.0021
CULTURE 2,0.4215,0.004,0.0233,0.003,0.287,0.003,0.1345,0.0009
