,Matrix,Class 0,Class 1,Class 2
Class 0,CM,200,0,0
Class 1,CM,177,23,0
Class 2,CM,59,1,140

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,196,3,1
Class 1,CM,176,23,1
Class 2,CM,46,1,153

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,199,0,1
Class 1,CM,190,10,0
Class 2,CM,57,3,140

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,200,0,0
Class 1,CM,176,21,3
Class 2,CM,29,0,171

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,197,3,0
Class 1,CM,186,14,0
Class 2,CM,66,0,134

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,198,1,1
Class 1,CM,173,27,0
Class 2,CM,33,2,165

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,200,0,0
Class 1,CM,176,24,0
Class 2,CM,40,0,160

