,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3665,0.0033,0.1333,0.0032,0.2065,0.0014,0.16,0.0019
CULTURE 1,0.222,0.002,0.1333,0.0032,0.1725,0.0016,0.0495,0.0004
CULTURE 2,0.4775,0.0063,0.1333,0.0032,0.27,0.0046,0.2075,0.0018
