,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6045,0.0399,0.035,0.0282,0.2405,0.0226,0.364,0.0173
CULTURE 1,0.5415,0.083,0.035,0.0282,0.2715,0.0374,0.27,0.0456
CULTURE 2,0.5835,0.0447,0.035,0.0282,0.268,0.0281,0.3155,0.0167
