,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6735,0.0284,0.0022,0.02,0.3605,0.0024,0.313,0.026
CULTURE 1,0.674,0.0314,0.0022,0.02,0.37,0.0039,0.304,0.0276
CULTURE 2,0.6705,0.0283,0.0022,0.02,0.359,0.006,0.3115,0.0223
