,Matrix,Class 0,Class 1,Class 2
Class 0,CM,83,105,12
Class 1,CM,0,198,2
Class 2,CM,9,77,114

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,118,77,5
Class 1,CM,1,198,1
Class 2,CM,10,77,113

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,97,75,28
Class 1,CM,0,193,7
Class 2,CM,5,53,142

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,84,106,10
Class 1,CM,1,199,0
Class 2,CM,8,91,101

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,98,89,13
Class 1,CM,2,195,3
Class 2,CM,6,71,123

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,95,94,11
Class 1,CM,2,196,2
Class 2,CM,12,99,89

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,86,102,12
Class 1,CM,1,198,1
Class 2,CM,8,81,111

