,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.44,,0.1117,,0.185,,0.255,
CULTURE 1,0.385,,0.1117,,0.18,,0.205,
CULTURE 2,0.245,,0.1117,,0.14,,0.105,
