,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,54.6667%,0.3789%,33.0%,0.0394%,60.5%,0.6794%,49.3889%,1.0978%,16.3889%,0.3528%
