,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.902,0.0018,0.0528,0.0008,0.4495,0.001,0.4525,0.0008
CULTURE 1,0.857,0.002,0.0528,0.0008,0.392,0.0013,0.465,0.0007
CULTURE 2,0.9705,0.0007,0.0528,0.0008,0.4725,0.0007,0.498,0.0
