,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5285,0.0381,0.0368,0.0427,0.2385,0.0178,0.29,0.0203
CULTURE 1,0.5285,0.0638,0.0368,0.0427,0.2835,0.0301,0.245,0.0338
CULTURE 2,0.639,0.0643,0.0368,0.0427,0.2845,0.0434,0.3545,0.0209
