,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.47,0.0,0.05,0.0,0.315,0.0,0.155,0.0
CULTURE 1,0.45,0.0,0.05,0.0,0.31,0.0,0.14,0.0
CULTURE 2,0.385,0.0,0.05,0.0,0.25,0.0,0.135,0.0
