,Matrix,Class 0,Class 1,Class 2
Class 0,CM,188,5,7
Class 1,CM,44,145,11
Class 2,CM,32,8,160

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,180,14,6
Class 1,CM,29,162,9
Class 2,CM,44,22,134

