170,29,58,141
162,37,22,177
177,22,32,167
164,35,41,158
176,23,36,163
167,32,21,178
172,27,37,162
178,21,37,162
168,31,25,174
171,28,26,173
167,32,21,178
173,26,28,171
175,24,39,160
175,24,17,182
170,29,26,173
168,31,24,175
167,32,35,164
178,21,32,167
155,44,18,181
176,23,35,164
177,22,31,168
175,24,30,169
179,20,50,149
175,24,27,172
162,37,17,182
157,42,23,176
170,29,31,168
182,17,73,126
175,24,35,164
172,27,46,153
171,28,22,177
178,21,32,167
182,17,29,170
180,19,30,169
165,34,31,168
172,27,18,181
169,30,27,172
