38,161,153,46
40,159,166,33
22,177,161,38
19,180,90,109
22,177,148,51
32,167,175,24
24,175,157,42
19,180,162,37
30,169,159,40
50,149,168,31
39,160,180,19
35,164,168,31
23,176,153,46
25,174,175,24
29,170,167,32
27,172,164,35
32,167,141,58
25,174,164,35
40,159,176,23
25,174,159,40
25,174,164,35
31,168,164,35
19,180,135,64
15,184,142,57
43,156,181,18
40,159,168,31
30,169,169,30
27,172,139,60
22,177,143,56
35,164,152,47
21,178,160,39
28,171,164,35
12,187,129,70
26,173,164,35
35,164,170,29
28,171,163,36
32,167,167,32
