,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.615,,0.19,,0.27,,0.345,
CULTURE 1,0.445,,0.19,,0.185,,0.26,
CULTURE 2,0.245,,0.19,,0.11,,0.135,
