,Matrix,Class 0,Class 1,Class 2
Class 0,CM,193,2,5
Class 1,CM,76,106,18
Class 2,CM,67,4,129

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,199,0,1
Class 1,CM,76,116,8
Class 2,CM,63,5,132

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,194,3,3
Class 1,CM,73,102,25
Class 2,CM,66,5,129

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,198,1,1
Class 1,CM,87,100,13
Class 2,CM,59,1,140

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,189,3,8
Class 1,CM,83,94,23
Class 2,CM,69,0,131

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,193,3,4
Class 1,CM,61,120,19
Class 2,CM,61,4,135

