,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3645,0.0049,0.1332,0.0035,0.25,0.0024,0.1145,0.0025
CULTURE 1,0.21,0.0029,0.1332,0.0035,0.15,0.0022,0.06,0.0007
CULTURE 2,0.455,0.0057,0.1332,0.0035,0.269,0.0025,0.186,0.0033
