,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4795,0.0133,0.0187,0.0188,0.153,0.0069,0.3265,0.0064
CULTURE 1,0.455,0.0383,0.0187,0.0188,0.132,0.0226,0.323,0.0158
CULTURE 2,0.4865,0.043,0.0187,0.0188,0.377,0.0231,0.1095,0.0199
