,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3635,0.0078,0.0335,0.006,0.165,0.002,0.1985,0.0058
CULTURE 1,0.374,0.0101,0.0335,0.006,0.1835,0.0055,0.1905,0.0046
CULTURE 2,0.3185,0.0035,0.0335,0.006,0.128,0.0017,0.1905,0.0018
