,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.465,,0.125,,0.045,,0.42,
CULTURE 1,0.45,,0.125,,0.28,,0.17,
CULTURE 2,0.27,,0.125,,0.155,,0.115,
