,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.41,,0.03,,0.3,,0.11,
CULTURE 1,0.45,,0.03,,0.285,,0.165,
CULTURE 2,0.46,,0.03,,0.225,,0.235,
