,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7505,0.0046,0.0962,0.0025,0.3835,0.0017,0.367,0.0029
CULTURE 1,0.5345,0.0037,0.0962,0.0025,0.3495,0.0014,0.185,0.0023
CULTURE 2,0.607,0.003,0.0962,0.0025,0.364,0.0018,0.243,0.0012
