,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7606,0.0471,0.0196,0.0315,0.4025,0.0237,0.3581,0.0234
CULTURE 1,0.7394,0.048,0.0196,0.0315,0.3769,0.0279,0.3625,0.0201
CULTURE 2,0.7769,0.0476,0.0196,0.0315,0.4012,0.0236,0.3756,0.024
