,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.505,,0.0733,,0.195,,0.31,
CULTURE 1,0.52,,0.0733,,0.475,,0.045,
CULTURE 2,0.71,,0.0733,,0.34,,0.37,
