,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.36,0.0041,0.102,0.0052,0.167,0.0023,0.193,0.0018
CULTURE 1,0.436,0.0082,0.102,0.0052,0.289,0.0048,0.147,0.0034
CULTURE 2,0.59,0.0072,0.102,0.0052,0.3315,0.0032,0.2585,0.0041
