,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.413,0.003,0.107,0.0029,0.1885,0.0008,0.2245,0.0021
CULTURE 1,0.3795,0.0035,0.107,0.0029,0.228,0.0022,0.1515,0.0013
CULTURE 2,0.667,0.0058,0.107,0.0029,0.3715,0.0017,0.2955,0.0041
