,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.42,,0.0183,,0.37,,0.05,
CULTURE 1,0.465,,0.0183,,0.275,,0.19,
CULTURE 2,0.43,,0.0183,,0.08,,0.35,
