--- LATEX FORMAT (Percentage) ---
Prec C0 & Prec C1 & Prec C2 & Rec C0 & Rec C1 & Rec C2 & Acc \\
87.0 \pm 5.2 & 93.8 \pm 4.6 & 47.0 \pm 2.1 & 32.0 \pm 6.6 & 47.4 \pm 5.1 & 99.4 \pm 0.7 & 59.6 \pm 2.6 \\

--- RAW METRICS ---
Metric,Mean,Std
Accuracy,59.625,2.5816526791099452
Precision_C0,86.95577685710168,5.1684961098734
Recall_C0,32.0,6.637959023675877
Precision_C1,93.77403520554518,4.5979691787120895
Recall_C1,47.4375,5.070980551136041
Precision_C2,47.00726619775014,2.082129797761692
Recall_C2,99.4375,0.6817945071647321
