,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.425,0.0,0.1117,0.0,0.185,0.0,0.24,0.0
CULTURE 1,0.47,0.0,0.1117,0.0,0.21,0.0,0.26,0.0
CULTURE 2,0.28,0.0,0.1117,0.0,0.165,0.0,0.115,0.0
