,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.475,0.0462,0.0128,0.0387,0.2135,0.0221,0.2615,0.0241
CULTURE 1,0.482,0.0632,0.0128,0.0387,0.2295,0.0354,0.2525,0.0278
CULTURE 2,0.5065,0.053,0.0128,0.0387,0.2545,0.0263,0.252,0.0267
